"alcaldia","nombre_colonia","clave_colonia","año","mes","casos_positivos"
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2022,"Febrero",153
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2020,"Diciembre",523
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2020,"Noviembre",122
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2020,"Octubre",99
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2020,"Septiembre",25
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2021,"Abril",133
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2021,"Agosto",397
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2021,"Diciembre",17
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2021,"Enero",720
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2021,"Febrero",355
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2021,"Julio",214
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2021,"Marzo",302
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2021,"Octubre",43
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2021,"Septiembre",33
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2022,"Enero",904
"LA MAGDALENA CONTRERAS","SAN FRANCISCO (BARR)","08-044",2022,"Febrero",169
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2020,"Diciembre",2147
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2020,"Noviembre",451
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2020,"Octubre",682
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2020,"Septiembre",611
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Abril",328
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Agosto",914
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Diciembre",252
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Enero",2001
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Febrero",1027
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Julio",858
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Junio",325
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Marzo",960
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Mayo",255
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Noviembre",204
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Octubre",239
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2021,"Septiembre",385
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2022,"Enero",2398
"LA MAGDALENA CONTRERAS","SAN JERONIMO ACULCO - LIDICE (PBLO)","08-045",2022,"Febrero",492
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2020,"Diciembre",532
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2020,"Noviembre",53
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2020,"Octubre",295
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2020,"Septiembre",10
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2021,"Abril",238
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2021,"Agosto",223
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2021,"Enero",486
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2021,"Febrero",233
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2021,"Julio",114
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2021,"Marzo",173
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2021,"Septiembre",5
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2022,"Enero",257
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN","08-047",2022,"Febrero",69
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2020,"Diciembre",1034
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2020,"Noviembre",281
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2020,"Octubre",639
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2020,"Septiembre",598
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Abril",430
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Agosto",736
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Diciembre",106
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Enero",1912
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Febrero",1822
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Julio",324
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Junio",128
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Marzo",554
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Mayo",82
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Octubre",76
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2021,"Septiembre",101
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2022,"Enero",1727
"LA MAGDALENA CONTRERAS","SAN NICOLAS TOTOLAPAN (PBLO)","08-048",2022,"Febrero",472
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2020,"Diciembre",474
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2020,"Noviembre",44
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2020,"Octubre",67
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2020,"Septiembre",110
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Abril",5
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Agosto",299
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Diciembre",10
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Enero",390
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Febrero",312
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Julio",317
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Junio",50
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Marzo",191
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Octubre",18
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2021,"Septiembre",126
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2022,"Enero",633
"LA MAGDALENA CONTRERAS","SANTA TERESA","08-049",2022,"Febrero",100
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2020,"Diciembre",224
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2020,"Noviembre",65
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2020,"Octubre",36
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2021,"Agosto",169
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2021,"Enero",266
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2021,"Febrero",53
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2021,"Marzo",83
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2021,"Septiembre",50
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2022,"Enero",357
"LA MAGDALENA CONTRERAS","SUBESTACION","08-050",2022,"Febrero",70
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2020,"Diciembre",566
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2020,"Octubre",104
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2020,"Septiembre",142
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2021,"Abril",17
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2021,"Agosto",394
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2021,"Enero",638
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2021,"Febrero",509
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2021,"Julio",388
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2021,"Junio",45
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2021,"Marzo",167
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2021,"Septiembre",31
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2022,"Enero",618
"LA MAGDALENA CONTRERAS","TIERRA COLORADA","08-051",2022,"Febrero",161
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2020,"Diciembre",333
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2020,"Noviembre",62
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2020,"Octubre",71
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2020,"Septiembre",94
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2021,"Abril",15
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2021,"Agosto",280
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2021,"Enero",482
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2021,"Febrero",233
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2021,"Julio",227
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2021,"Marzo",112
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2021,"Octubre",8
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2021,"Septiembre",32
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2022,"Enero",867
"LA MAGDALENA CONTRERAS","TIERRA UNIDA","08-052",2022,"Febrero",157
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2020,"Diciembre",199
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2020,"Octubre",8
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2021,"Abril",106
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2021,"Enero",274
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2021,"Febrero",33
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2021,"Julio",134
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2021,"Junio",49
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2021,"Marzo",127
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2021,"Octubre",93
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2022,"Enero",445
"LA MAGDALENA CONTRERAS","VISTA HERMOSA","08-053",2022,"Febrero",183
"MIGUEL HIDALGO","10 DE ABRIL","16-085",2022,"Enero",5
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2020,"Diciembre",317
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2020,"Octubre",69
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2020,"Septiembre",15
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2021,"Agosto",229
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2021,"Enero",277
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2021,"Febrero",76
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2021,"Julio",195
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2021,"Junio",15
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2021,"Marzo",20
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2021,"Octubre",20
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2021,"Septiembre",48
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2022,"Enero",294
"MIGUEL HIDALGO","16 DE SEPTIEMBRE","16-086",2022,"Febrero",55
"MIGUEL HIDALGO","5 DE MAYO","16-087",2020,"Diciembre",406
"MIGUEL HIDALGO","5 DE MAYO","16-087",2020,"Septiembre",28
"MIGUEL HIDALGO","5 DE MAYO","16-087",2021,"Abril",10
"MIGUEL HIDALGO","5 DE MAYO","16-087",2021,"Agosto",286
"MIGUEL HIDALGO","5 DE MAYO","16-087",2021,"Enero",669
"MIGUEL HIDALGO","5 DE MAYO","16-087",2021,"Febrero",284
"MIGUEL HIDALGO","5 DE MAYO","16-087",2021,"Julio",120
"MIGUEL HIDALGO","5 DE MAYO","16-087",2021,"Marzo",96
"MIGUEL HIDALGO","5 DE MAYO","16-087",2021,"Octubre",8
"MIGUEL HIDALGO","5 DE MAYO","16-087",2021,"Septiembre",66
"MIGUEL HIDALGO","5 DE MAYO","16-087",2022,"Enero",538
"MIGUEL HIDALGO","5 DE MAYO","16-087",2022,"Febrero",54
"MIGUEL HIDALGO","AGRICULTURA","16-001",2020,"Diciembre",308
"MIGUEL HIDALGO","AGRICULTURA","16-001",2020,"Noviembre",60
"MIGUEL HIDALGO","AGRICULTURA","16-001",2020,"Octubre",185
"MIGUEL HIDALGO","AGRICULTURA","16-001",2020,"Septiembre",43
"MIGUEL HIDALGO","AGRICULTURA","16-001",2021,"Abril",54
"MIGUEL HIDALGO","AGRICULTURA","16-001",2021,"Agosto",363
"MIGUEL HIDALGO","AGRICULTURA","16-001",2021,"Diciembre",42
"MIGUEL HIDALGO","AGRICULTURA","16-001",2021,"Enero",562
"MIGUEL HIDALGO","AGRICULTURA","16-001",2021,"Febrero",318
"MIGUEL HIDALGO","AGRICULTURA","16-001",2021,"Julio",510
"MIGUEL HIDALGO","AGRICULTURA","16-001",2021,"Marzo",364
"MIGUEL HIDALGO","AGRICULTURA","16-001",2021,"Octubre",6
"MIGUEL HIDALGO","AGRICULTURA","16-001",2021,"Septiembre",80
"MIGUEL HIDALGO","AGRICULTURA","16-001",2022,"Enero",1509
"MIGUEL HIDALGO","AGRICULTURA","16-001",2022,"Febrero",164
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2020,"Diciembre",125
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2020,"Octubre",6
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2021,"Agosto",127
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2021,"Enero",279
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2021,"Febrero",125
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2021,"Julio",227
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2021,"Junio",45
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2021,"Marzo",191
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2021,"Septiembre",39
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2022,"Enero",554
"MIGUEL HIDALGO","AHUEHUETES ANAHUAC","16-002",2022,"Febrero",34
"MIGUEL HIDALGO","AMERICA","16-003",2020,"Diciembre",490
"MIGUEL HIDALGO","AMERICA","16-003",2020,"Noviembre",70
"MIGUEL HIDALGO","AMERICA","16-003",2020,"Octubre",543
"MIGUEL HIDALGO","AMERICA","16-003",2020,"Septiembre",216
"MIGUEL HIDALGO","AMERICA","16-003",2021,"Abril",43
"MIGUEL HIDALGO","AMERICA","16-003",2021,"Agosto",390
"MIGUEL HIDALGO","AMERICA","16-003",2021,"Enero",454
"MIGUEL HIDALGO","AMERICA","16-003",2021,"Febrero",336
"MIGUEL HIDALGO","AMERICA","16-003",2021,"Julio",481
"MIGUEL HIDALGO","AMERICA","16-003",2021,"Junio",51
"MIGUEL HIDALGO","AMERICA","16-003",2021,"Marzo",337
"MIGUEL HIDALGO","AMERICA","16-003",2021,"Octubre",15
"MIGUEL HIDALGO","AMERICA","16-003",2021,"Septiembre",96
"MIGUEL HIDALGO","AMERICA","16-003",2022,"Enero",824
"MIGUEL HIDALGO","AMERICA","16-003",2022,"Febrero",120
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2020,"Diciembre",37
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2020,"Noviembre",11
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2021,"Agosto",124
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2021,"Enero",71
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2021,"Febrero",45
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2021,"Julio",34
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2021,"Marzo",25
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2021,"Mayo",41
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2022,"Enero",139
"MIGUEL HIDALGO","ANAHUAC DOS LAGOS","16-006",2022,"Febrero",23
"MIGUEL HIDALGO","ANAHUAC I","16-088",2020,"Diciembre",2099
"MIGUEL HIDALGO","ANAHUAC I","16-088",2020,"Noviembre",389
"MIGUEL HIDALGO","ANAHUAC I","16-088",2020,"Octubre",495
"MIGUEL HIDALGO","ANAHUAC I","16-088",2020,"Septiembre",463
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Abril",333
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Agosto",1847
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Diciembre",197
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Enero",2643
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Febrero",1228
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Julio",1566
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Junio",477
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Marzo",971
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Mayo",188
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Noviembre",82
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Octubre",277
"MIGUEL HIDALGO","ANAHUAC I","16-088",2021,"Septiembre",662
"MIGUEL HIDALGO","ANAHUAC I","16-088",2022,"Enero",4636
"MIGUEL HIDALGO","ANAHUAC I","16-088",2022,"Febrero",638
"MIGUEL HIDALGO","ANAHUAC II","16-089",2020,"Diciembre",1158
"MIGUEL HIDALGO","ANAHUAC II","16-089",2020,"Noviembre",247
"MIGUEL HIDALGO","ANAHUAC II","16-089",2020,"Octubre",368
"MIGUEL HIDALGO","ANAHUAC II","16-089",2020,"Septiembre",368
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Abril",302
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Agosto",1886
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Diciembre",222
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Enero",2037
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Febrero",1103
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Julio",1532
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Junio",297
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Marzo",740
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Mayo",80
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Octubre",231
"MIGUEL HIDALGO","ANAHUAC II","16-089",2021,"Septiembre",583
"MIGUEL HIDALGO","ANAHUAC II","16-089",2022,"Enero",4588
"MIGUEL HIDALGO","ANAHUAC II","16-089",2022,"Febrero",749
"MIGUEL HIDALGO","ANAHUAC LAGO NORTE","16-007",2020,"Diciembre",312
"MIGUEL HIDALGO","ANAHUAC LAGO NORTE","16-007",2021,"Enero",166
"MIGUEL HIDALGO","ANAHUAC LAGO NORTE","16-007",2021,"Febrero",48
"MIGUEL HIDALGO","ANAHUAC LAGO NORTE","16-007",2021,"Julio",29
"MIGUEL HIDALGO","ANAHUAC LAGO NORTE","16-007",2021,"Junio",41
"MIGUEL HIDALGO","ANAHUAC LAGO NORTE","16-007",2022,"Enero",338
"MIGUEL HIDALGO","ANAHUAC LAGO NORTE","16-007",2022,"Febrero",17
"MIGUEL HIDALGO","ANAHUAC LAGO SUR","16-008",2020,"Diciembre",118
"MIGUEL HIDALGO","ANAHUAC LAGO SUR","16-008",2021,"Agosto",158
"MIGUEL HIDALGO","ANAHUAC LAGO SUR","16-008",2021,"Enero",432
"MIGUEL HIDALGO","ANAHUAC LAGO SUR","16-008",2021,"Febrero",64
"MIGUEL HIDALGO","ANAHUAC LAGO SUR","16-008",2021,"Julio",15
"MIGUEL HIDALGO","ANAHUAC LAGO SUR","16-008",2021,"Octubre",7
"MIGUEL HIDALGO","ANAHUAC LAGO SUR","16-008",2022,"Enero",274
"MIGUEL HIDALGO","ANAHUAC LAGO SUR","16-008",2022,"Febrero",17
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2020,"Diciembre",730
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2020,"Noviembre",49
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2020,"Octubre",78
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2020,"Septiembre",60
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Abril",77
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Agosto",611
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Diciembre",63
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Enero",1069
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Febrero",329
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Julio",685
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Junio",43
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Marzo",320
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Octubre",13
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2021,"Septiembre",263
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2022,"Enero",1792
"MIGUEL HIDALGO","ANAHUAC LOS MANZANOS","16-009",2022,"Febrero",210
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2020,"Diciembre",383
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2020,"Noviembre",21
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2020,"Octubre",5
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2020,"Septiembre",20
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2021,"Abril",5
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2021,"Agosto",336
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2021,"Enero",447
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2021,"Febrero",275
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2021,"Julio",74
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2021,"Marzo",184
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2021,"Septiembre",111
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2022,"Enero",815
"MIGUEL HIDALGO","ANAHUAC MARIANO ESCOBEDO","16-010",2022,"Febrero",139
"MIGUEL HIDALGO","ANAHUAC PERALITOS","16-011",2020,"Diciembre",168
"MIGUEL HIDALGO","ANAHUAC PERALITOS","16-011",2020,"Noviembre",15
"MIGUEL HIDALGO","ANAHUAC PERALITOS","16-011",2021,"Agosto",41
"MIGUEL HIDALGO","ANAHUAC PERALITOS","16-011",2021,"Enero",228
"MIGUEL HIDALGO","ANAHUAC PERALITOS","16-011",2021,"Febrero",18
"MIGUEL HIDALGO","ANAHUAC PERALITOS","16-011",2021,"Julio",187
"MIGUEL HIDALGO","ANAHUAC PERALITOS","16-011",2021,"Marzo",103
"MIGUEL HIDALGO","ANAHUAC PERALITOS","16-011",2021,"Septiembre",37
"MIGUEL HIDALGO","ANAHUAC PERALITOS","16-011",2022,"Enero",318
"MIGUEL HIDALGO","ANGEL ZIMBRON","16-012",2020,"Noviembre",12
"MIGUEL HIDALGO","ANGEL ZIMBRON","16-012",2020,"Octubre",13
"MIGUEL HIDALGO","ANGEL ZIMBRON","16-012",2021,"Agosto",78
"MIGUEL HIDALGO","ANGEL ZIMBRON","16-012",2021,"Enero",210
"MIGUEL HIDALGO","ANGEL ZIMBRON","16-012",2021,"Febrero",50
"MIGUEL HIDALGO","ANGEL ZIMBRON","16-012",2021,"Julio",88
"MIGUEL HIDALGO","ANGEL ZIMBRON","16-012",2021,"Marzo",29
"MIGUEL HIDALGO","ANGEL ZIMBRON","16-012",2021,"Septiembre",51
"MIGUEL HIDALGO","ANGEL ZIMBRON","16-012",2022,"Enero",149
"MIGUEL HIDALGO","ANZURES","16-013",2020,"Diciembre",52
"MIGUEL HIDALGO","ANZURES","16-013",2020,"Noviembre",5
"MIGUEL HIDALGO","ANZURES","16-013",2020,"Octubre",29
"MIGUEL HIDALGO","ANZURES","16-013",2021,"Agosto",30
"MIGUEL HIDALGO","ANZURES","16-013",2021,"Diciembre",20
"MIGUEL HIDALGO","ANZURES","16-013",2021,"Enero",201
"MIGUEL HIDALGO","ANZURES","16-013",2021,"Febrero",242
"MIGUEL HIDALGO","ANZURES","16-013",2021,"Julio",57
"MIGUEL HIDALGO","ANZURES","16-013",2021,"Marzo",38
"MIGUEL HIDALGO","ANZURES","16-013",2021,"Octubre",5
"MIGUEL HIDALGO","ANZURES","16-013",2021,"Septiembre",15
"MIGUEL HIDALGO","ANZURES","16-013",2022,"Enero",461
