"alcaldia","nombre_colonia","clave_colonia","año","mes","casos_positivos"
"ALVARO OBREGON","CHIMALISTAC","10-042",2021,"Agosto",33
"ALVARO OBREGON","CHIMALISTAC","10-042",2021,"Enero",85
"ALVARO OBREGON","CHIMALISTAC","10-042",2021,"Febrero",89
"ALVARO OBREGON","CHIMALISTAC","10-042",2021,"Marzo",30
"ALVARO OBREGON","CHIMALISTAC","10-042",2021,"Mayo",10
"ALVARO OBREGON","CHIMALISTAC","10-042",2022,"Enero",274
"ALVARO OBREGON","CHIMALISTAC","10-042",2022,"Febrero",16
"ALVARO OBREGON","COLINAS DE TARANGO","10-043",2021,"Agosto",30
"ALVARO OBREGON","COLINAS DE TARANGO","10-043",2021,"Septiembre",6
"ALVARO OBREGON","COLINAS DE TARANGO","10-043",2022,"Enero",223
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2020,"Diciembre",727
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2020,"Noviembre",112
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2020,"Octubre",117
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2020,"Septiembre",10
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2021,"Agosto",519
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2021,"Diciembre",58
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2021,"Enero",628
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2021,"Febrero",300
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2021,"Julio",566
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2021,"Junio",107
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2021,"Marzo",96
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2021,"Octubre",58
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2021,"Septiembre",80
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2022,"Enero",866
"ALVARO OBREGON","COLINAS DEL SUR","10-044",2022,"Febrero",115
"ALVARO OBREGON","COOPERATIVA CEHUAYO","10-046",2020,"Diciembre",100
"ALVARO OBREGON","COOPERATIVA CEHUAYO","10-046",2021,"Agosto",69
"ALVARO OBREGON","COOPERATIVA CEHUAYO","10-046",2021,"Enero",15
"ALVARO OBREGON","COOPERATIVA CEHUAYO","10-046",2022,"Enero",89
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2020,"Diciembre",1238
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2020,"Noviembre",203
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2020,"Octubre",45
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2020,"Septiembre",187
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Abril",213
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Agosto",1086
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Diciembre",58
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Enero",1657
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Febrero",1043
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Julio",927
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Junio",101
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Marzo",184
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Mayo",113
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Noviembre",73
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Octubre",208
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2021,"Septiembre",601
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2022,"Enero",2333
"ALVARO OBREGON","CORPUS CHRISTY","10-047",2022,"Febrero",329
"ALVARO OBREGON","CORPUS CURISTY AMPL XOCOMECATLA","10-048",2020,"Diciembre",366
"ALVARO OBREGON","CORPUS CURISTY AMPL XOCOMECATLA","10-048",2020,"Noviembre",163
"ALVARO OBREGON","CORPUS CURISTY AMPL XOCOMECATLA","10-048",2020,"Octubre",8
"ALVARO OBREGON","CORPUS CURISTY AMPL XOCOMECATLA","10-048",2021,"Agosto",295
"ALVARO OBREGON","CORPUS CURISTY AMPL XOCOMECATLA","10-048",2021,"Enero",294
"ALVARO OBREGON","CORPUS CURISTY AMPL XOCOMECATLA","10-048",2021,"Febrero",93
"ALVARO OBREGON","CORPUS CURISTY AMPL XOCOMECATLA","10-048",2021,"Julio",140
"ALVARO OBREGON","CORPUS CURISTY AMPL XOCOMECATLA","10-048",2022,"Enero",572
"ALVARO OBREGON","CORPUS CURISTY AMPL XOCOMECATLA","10-048",2022,"Febrero",60
"ALVARO OBREGON","COVE","10-049",2020,"Diciembre",310
"ALVARO OBREGON","COVE","10-049",2020,"Noviembre",54
"ALVARO OBREGON","COVE","10-049",2020,"Octubre",78
"ALVARO OBREGON","COVE","10-049",2020,"Septiembre",10
"ALVARO OBREGON","COVE","10-049",2021,"Abril",24
"ALVARO OBREGON","COVE","10-049",2021,"Agosto",246
"ALVARO OBREGON","COVE","10-049",2021,"Diciembre",10
"ALVARO OBREGON","COVE","10-049",2021,"Enero",452
"ALVARO OBREGON","COVE","10-049",2021,"Febrero",315
"ALVARO OBREGON","COVE","10-049",2021,"Julio",249
"ALVARO OBREGON","COVE","10-049",2021,"Junio",96
"ALVARO OBREGON","COVE","10-049",2021,"Marzo",157
"ALVARO OBREGON","COVE","10-049",2021,"Octubre",23
"ALVARO OBREGON","COVE","10-049",2021,"Septiembre",119
"ALVARO OBREGON","COVE","10-049",2022,"Enero",469
"ALVARO OBREGON","COVE","10-049",2022,"Febrero",75
"ALVARO OBREGON","CRISTO REY","10-050",2020,"Diciembre",166
"ALVARO OBREGON","CRISTO REY","10-050",2020,"Noviembre",42
"ALVARO OBREGON","CRISTO REY","10-050",2021,"Abril",21
"ALVARO OBREGON","CRISTO REY","10-050",2021,"Enero",72
"ALVARO OBREGON","CRISTO REY","10-050",2021,"Julio",105
"ALVARO OBREGON","CRISTO REY","10-050",2021,"Junio",25
"ALVARO OBREGON","CRISTO REY","10-050",2021,"Marzo",32
"ALVARO OBREGON","CRISTO REY","10-050",2022,"Enero",179
"ALVARO OBREGON","CRISTO REY","10-050",2022,"Febrero",5
"ALVARO OBREGON","DE TARANGO (RCNDA)","10-051",2021,"Diciembre",19
"ALVARO OBREGON","DE TARANGO (RCNDA)","10-051",2022,"Enero",522
"ALVARO OBREGON","DE TARANGO (RCNDA)","10-051",2022,"Febrero",151
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2020,"Diciembre",171
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2020,"Octubre",27
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2020,"Septiembre",54
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2021,"Agosto",437
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2021,"Enero",109
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2021,"Febrero",10
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2021,"Julio",311
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2021,"Octubre",6
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2021,"Septiembre",89
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2022,"Enero",804
"ALVARO OBREGON","DESARROLLO URBANO","10-052",2022,"Febrero",104
"ALVARO OBREGON","DOS RIOS","10-053",2020,"Diciembre",86
"ALVARO OBREGON","DOS RIOS","10-053",2021,"Agosto",46
"ALVARO OBREGON","DOS RIOS","10-053",2021,"Enero",10
"ALVARO OBREGON","DOS RIOS","10-053",2021,"Septiembre",6
"ALVARO OBREGON","DOS RIOS","10-053",2022,"Enero",41
"ALVARO OBREGON","DOS RIOS","10-053",2022,"Febrero",5
"ALVARO OBREGON","EL ARBOL","10-054",2020,"Diciembre",20
"ALVARO OBREGON","EL ARBOL","10-054",2021,"Agosto",208
"ALVARO OBREGON","EL ARBOL","10-054",2021,"Enero",211
"ALVARO OBREGON","EL ARBOL","10-054",2021,"Febrero",26
"ALVARO OBREGON","EL ARBOL","10-054",2021,"Julio",50
"ALVARO OBREGON","EL ARBOL","10-054",2021,"Junio",35
"ALVARO OBREGON","EL ARBOL","10-054",2021,"Mayo",15
"ALVARO OBREGON","EL ARBOL","10-054",2022,"Enero",86
"ALVARO OBREGON","EL ARBOL","10-054",2022,"Febrero",5
"ALVARO OBREGON","EL BOSQUE","10-056",2021,"Agosto",119
"ALVARO OBREGON","EL BOSQUE","10-056",2021,"Enero",20
"ALVARO OBREGON","EL BOSQUE","10-056",2022,"Enero",5
"ALVARO OBREGON","EL BOSQUE 2DA SECCION (AMPL)","10-057",2021,"Enero",22
"ALVARO OBREGON","EL BOSQUE 2DA SECCION (AMPL)","10-057",2022,"Enero",34
"ALVARO OBREGON","EL BOSQUE 2DA SECCION (AMPL)","10-057",2022,"Febrero",6
"ALVARO OBREGON","EL CAPULIN","10-059",2020,"Diciembre",218
"ALVARO OBREGON","EL CAPULIN","10-059",2020,"Noviembre",15
"ALVARO OBREGON","EL CAPULIN","10-059",2021,"Agosto",238
"ALVARO OBREGON","EL CAPULIN","10-059",2021,"Enero",241
"ALVARO OBREGON","EL CAPULIN","10-059",2021,"Febrero",102
"ALVARO OBREGON","EL CAPULIN","10-059",2021,"Julio",187
"ALVARO OBREGON","EL CAPULIN","10-059",2021,"Marzo",25
"ALVARO OBREGON","EL CAPULIN","10-059",2021,"Octubre",95
"ALVARO OBREGON","EL CAPULIN","10-059",2022,"Enero",321
"ALVARO OBREGON","EL CAPULIN (AMPL)","10-060",2020,"Diciembre",97
"ALVARO OBREGON","EL CAPULIN (AMPL)","10-060",2020,"Octubre",6
"ALVARO OBREGON","EL CAPULIN (AMPL)","10-060",2021,"Agosto",252
"ALVARO OBREGON","EL CAPULIN (AMPL)","10-060",2021,"Enero",43
"ALVARO OBREGON","EL CAPULIN (AMPL)","10-060",2021,"Julio",110
"ALVARO OBREGON","EL CAPULIN (AMPL)","10-060",2021,"Septiembre",108
"ALVARO OBREGON","EL CAPULIN (AMPL)","10-060",2022,"Enero",204
"ALVARO OBREGON","EL CAPULIN (AMPL)","10-060",2022,"Febrero",33
"ALVARO OBREGON","EL CUERNITO","10-061",2020,"Noviembre",8
"ALVARO OBREGON","EL MIRADOR","10-062",2020,"Diciembre",15
"ALVARO OBREGON","EL MIRADOR","10-062",2021,"Agosto",26
"ALVARO OBREGON","EL MIRADOR","10-062",2021,"Enero",87
"ALVARO OBREGON","EL MIRADOR","10-062",2021,"Febrero",23
"ALVARO OBREGON","EL MIRADOR","10-062",2021,"Julio",6
"ALVARO OBREGON","EL MIRADOR","10-062",2021,"Octubre",6
"ALVARO OBREGON","EL MIRADOR","10-062",2022,"Enero",214
"ALVARO OBREGON","EL MIRADOR","10-062",2022,"Febrero",24
"ALVARO OBREGON","EL PARAISO","10-063",2020,"Diciembre",520
"ALVARO OBREGON","EL PARAISO","10-063",2020,"Noviembre",122
"ALVARO OBREGON","EL PARAISO","10-063",2020,"Octubre",30
"ALVARO OBREGON","EL PARAISO","10-063",2020,"Septiembre",61
"ALVARO OBREGON","EL PARAISO","10-063",2021,"Abril",10
"ALVARO OBREGON","EL PARAISO","10-063",2021,"Agosto",681
"ALVARO OBREGON","EL PARAISO","10-063",2021,"Enero",702
"ALVARO OBREGON","EL PARAISO","10-063",2021,"Febrero",312
"ALVARO OBREGON","EL PARAISO","10-063",2021,"Julio",371
"ALVARO OBREGON","EL PARAISO","10-063",2021,"Junio",13
"ALVARO OBREGON","EL PARAISO","10-063",2021,"Marzo",5
"ALVARO OBREGON","EL PARAISO","10-063",2021,"Octubre",52
"ALVARO OBREGON","EL PARAISO","10-063",2021,"Septiembre",153
"ALVARO OBREGON","EL PARAISO","10-063",2022,"Enero",701
"ALVARO OBREGON","EL PARAISO","10-063",2022,"Febrero",162
"ALVARO OBREGON","EL PIRUL","10-065",2020,"Diciembre",243
"ALVARO OBREGON","EL PIRUL","10-065",2020,"Noviembre",77
"ALVARO OBREGON","EL PIRUL","10-065",2020,"Octubre",10
"ALVARO OBREGON","EL PIRUL","10-065",2021,"Abril",92
"ALVARO OBREGON","EL PIRUL","10-065",2021,"Agosto",353
"ALVARO OBREGON","EL PIRUL","10-065",2021,"Enero",404
"ALVARO OBREGON","EL PIRUL","10-065",2021,"Febrero",186
"ALVARO OBREGON","EL PIRUL","10-065",2021,"Julio",189
"ALVARO OBREGON","EL PIRUL","10-065",2021,"Marzo",52
"ALVARO OBREGON","EL PIRUL","10-065",2021,"Octubre",10
"ALVARO OBREGON","EL PIRUL","10-065",2021,"Septiembre",42
"ALVARO OBREGON","EL PIRUL","10-065",2022,"Enero",609
"ALVARO OBREGON","EL PIRUL","10-065",2022,"Febrero",94
"ALVARO OBREGON","EL POCITO","10-066",2020,"Diciembre",144
"ALVARO OBREGON","EL POCITO","10-066",2021,"Agosto",257
"ALVARO OBREGON","EL POCITO","10-066",2021,"Enero",320
"ALVARO OBREGON","EL POCITO","10-066",2021,"Febrero",47
"ALVARO OBREGON","EL POCITO","10-066",2021,"Julio",178
"ALVARO OBREGON","EL POCITO","10-066",2021,"Octubre",7
"ALVARO OBREGON","EL POCITO","10-066",2022,"Enero",179
"ALVARO OBREGON","EL POCITO","10-066",2022,"Febrero",94
"ALVARO OBREGON","EL RODEO","10-067",2021,"Agosto",23
"ALVARO OBREGON","EL RODEO","10-067",2021,"Julio",41
"ALVARO OBREGON","EL RODEO","10-067",2021,"Septiembre",16
"ALVARO OBREGON","EL RODEO","10-067",2022,"Enero",44
"ALVARO OBREGON","EMANCIPACION DEL PUEBLO","10-069",2020,"Diciembre",5
"ALVARO OBREGON","EMANCIPACION DEL PUEBLO","10-069",2022,"Enero",56
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2020,"Diciembre",218
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2020,"Noviembre",10
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2020,"Octubre",6
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2021,"Agosto",197
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2021,"Diciembre",5
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2021,"Enero",283
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2021,"Febrero",15
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2021,"Julio",215
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2021,"Septiembre",27
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2022,"Enero",371
"ALVARO OBREGON","ESTADO DE HIDALGO","10-071",2022,"Febrero",11
"ALVARO OBREGON","ESTADO DE HIDALGO (AMPL)","10-070",2021,"Febrero",33
"ALVARO OBREGON","ESTADO DE HIDALGO (AMPL)","10-070",2022,"Enero",18
"ALVARO OBREGON","ESTADO DE HIDALGO_","10-247",2020,"Diciembre",227
"ALVARO OBREGON","ESTADO DE HIDALGO_","10-247",2020,"Octubre",6
"ALVARO OBREGON","ESTADO DE HIDALGO_","10-247",2021,"Agosto",92
"ALVARO OBREGON","ESTADO DE HIDALGO_","10-247",2021,"Enero",224
"ALVARO OBREGON","ESTADO DE HIDALGO_","10-247",2021,"Febrero",121
"ALVARO OBREGON","ESTADO DE HIDALGO_","10-247",2021,"Julio",131
"ALVARO OBREGON","ESTADO DE HIDALGO_","10-247",2021,"Septiembre",92
"ALVARO OBREGON","ESTADO DE HIDALGO_","10-247",2022,"Enero",344
"ALVARO OBREGON","ESTADO DE HIDALGO_","10-247",2022,"Febrero",30
"ALVARO OBREGON","FLOR DE MARIA","10-072",2021,"Julio",45
"ALVARO OBREGON","FLOR DE MARIA","10-072",2022,"Enero",11
"ALVARO OBREGON","FLORIDA","10-073",2020,"Diciembre",239
"ALVARO OBREGON","FLORIDA","10-073",2020,"Noviembre",38
"ALVARO OBREGON","FLORIDA","10-073",2021,"Abril",10
"ALVARO OBREGON","FLORIDA","10-073",2021,"Agosto",136
"ALVARO OBREGON","FLORIDA","10-073",2021,"Diciembre",56
"ALVARO OBREGON","FLORIDA","10-073",2021,"Enero",224
"ALVARO OBREGON","FLORIDA","10-073",2021,"Febrero",40
"ALVARO OBREGON","FLORIDA","10-073",2021,"Julio",148
"ALVARO OBREGON","FLORIDA","10-073",2021,"Marzo",5
"ALVARO OBREGON","FLORIDA","10-073",2021,"Octubre",8
"ALVARO OBREGON","FLORIDA","10-073",2021,"Septiembre",59
"ALVARO OBREGON","FLORIDA","10-073",2022,"Enero",544
"ALVARO OBREGON","FLORIDA","10-073",2022,"Febrero",87
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2020,"Diciembre",614
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2020,"Noviembre",71
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2020,"Octubre",114
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2021,"Agosto",506
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2021,"Enero",708
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2021,"Febrero",325
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2021,"Julio",314
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2021,"Junio",41
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2021,"Marzo",45
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2021,"Octubre",6
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2021,"Septiembre",132
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2022,"Enero",767
"ALVARO OBREGON","FRANCISCO VILLA","10-074",2022,"Febrero",201
"ALVARO OBREGON","GALEANA","10-075",2022,"Enero",6
"ALVARO OBREGON","GARCIMARRERO","10-076",2020,"Diciembre",490
"ALVARO OBREGON","GARCIMARRERO","10-076",2020,"Noviembre",106
"ALVARO OBREGON","GARCIMARRERO","10-076",2021,"Agosto",639
"ALVARO OBREGON","GARCIMARRERO","10-076",2021,"Enero",653
"ALVARO OBREGON","GARCIMARRERO","10-076",2021,"Febrero",334
"ALVARO OBREGON","GARCIMARRERO","10-076",2021,"Julio",413
"ALVARO OBREGON","GARCIMARRERO","10-076",2021,"Junio",66
"ALVARO OBREGON","GARCIMARRERO","10-076",2021,"Marzo",195
"ALVARO OBREGON","GARCIMARRERO","10-076",2021,"Octubre",15
"ALVARO OBREGON","GARCIMARRERO","10-076",2021,"Septiembre",13
"ALVARO OBREGON","GARCIMARRERO","10-076",2022,"Enero",512
"ALVARO OBREGON","GARCIMARRERO","10-076",2022,"Febrero",49
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2020,"Diciembre",554
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2020,"Noviembre",173
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2020,"Octubre",100
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2020,"Septiembre",50
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2021,"Agosto",477
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2021,"Enero",780
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2021,"Febrero",273
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2021,"Julio",458
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2021,"Junio",102
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2021,"Marzo",84
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2021,"Octubre",107
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2021,"Septiembre",113
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2022,"Enero",403
"ALVARO OBREGON","GARCIMARRERO NORTE","10-077",2022,"Febrero",65
"ALVARO OBREGON","GARCIMARRERO REACOMODO","10-078",2021,"Agosto",125
"ALVARO OBREGON","GARCIMARRERO REACOMODO","10-078",2021,"Enero",92
"ALVARO OBREGON","GARCIMARRERO REACOMODO","10-078",2021,"Julio",8
"ALVARO OBREGON","GARCIMARRERO REACOMODO","10-078",2022,"Enero",79
"ALVARO OBREGON","GARCIMARRERO REACOMODO","10-078",2022,"Febrero",14
"ALVARO OBREGON","GOLONDRINAS","10-079",2020,"Diciembre",173
"ALVARO OBREGON","GOLONDRINAS","10-079",2020,"Noviembre",10
"ALVARO OBREGON","GOLONDRINAS","10-079",2020,"Octubre",166
"ALVARO OBREGON","GOLONDRINAS","10-079",2020,"Septiembre",60
"ALVARO OBREGON","GOLONDRINAS","10-079",2021,"Abril",41
"ALVARO OBREGON","GOLONDRINAS","10-079",2021,"Agosto",321
"ALVARO OBREGON","GOLONDRINAS","10-079",2021,"Enero",519
"ALVARO OBREGON","GOLONDRINAS","10-079",2021,"Febrero",219
"ALVARO OBREGON","GOLONDRINAS","10-079",2021,"Julio",338
"ALVARO OBREGON","GOLONDRINAS","10-079",2021,"Marzo",109
"ALVARO OBREGON","GOLONDRINAS","10-079",2021,"Octubre",89
"ALVARO OBREGON","GOLONDRINAS","10-079",2021,"Septiembre",124
"ALVARO OBREGON","GOLONDRINAS","10-079",2022,"Enero",716
"ALVARO OBREGON","GOLONDRINAS","10-079",2022,"Febrero",164
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2020,"Diciembre",217
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2020,"Noviembre",101
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2020,"Octubre",25
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2020,"Septiembre",15
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2021,"Agosto",313
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2021,"Enero",277
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2021,"Febrero",21
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2021,"Julio",211
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2021,"Junio",45
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2021,"Octubre",6
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2021,"Septiembre",105
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2022,"Enero",398
"ALVARO OBREGON","GOLONDRINAS 1RA SECCION","10-080",2022,"Febrero",45
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2020,"Diciembre",81
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2020,"Noviembre",46
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2020,"Octubre",8
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2021,"Agosto",537
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2021,"Enero",219
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2021,"Julio",309
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2021,"Junio",25
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2021,"Octubre",52
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2021,"Septiembre",148
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2022,"Enero",298
"ALVARO OBREGON","GOLONDRINAS 2DA SECCION","10-081",2022,"Febrero",68
"ALVARO OBREGON","GRAL A ROSALES","10-082",2020,"Diciembre",74
"ALVARO OBREGON","GRAL A ROSALES","10-082",2022,"Enero",5
"ALVARO OBREGON","GRAL C  A  MADRAZO","10-083",2020,"Diciembre",20
"ALVARO OBREGON","GRAL C  A  MADRAZO","10-083",2021,"Enero",107
"ALVARO OBREGON","GRAL C  A  MADRAZO","10-083",2021,"Julio",8
"ALVARO OBREGON","GRAL C  A  MADRAZO","10-083",2022,"Enero",131
"ALVARO OBREGON","GRAL C  A  MADRAZO","10-083",2022,"Febrero",5
"ALVARO OBREGON","GUADALUPE INN","10-084",2020,"Diciembre",182
"ALVARO OBREGON","GUADALUPE INN","10-084",2020,"Noviembre",19
"ALVARO OBREGON","GUADALUPE INN","10-084",2020,"Septiembre",10
"ALVARO OBREGON","GUADALUPE INN","10-084",2021,"Agosto",79
"ALVARO OBREGON","GUADALUPE INN","10-084",2021,"Diciembre",53
"ALVARO OBREGON","GUADALUPE INN","10-084",2021,"Enero",147
"ALVARO OBREGON","GUADALUPE INN","10-084",2021,"Febrero",10
"ALVARO OBREGON","GUADALUPE INN","10-084",2021,"Julio",130
"ALVARO OBREGON","GUADALUPE INN","10-084",2021,"Octubre",5
"ALVARO OBREGON","GUADALUPE INN","10-084",2021,"Septiembre",8
"ALVARO OBREGON","GUADALUPE INN","10-084",2022,"Enero",507
"ALVARO OBREGON","GUADALUPE INN","10-084",2022,"Febrero",48
"ALVARO OBREGON","HACIENDA DE GUADALUPE CHIMALISTAC","10-004",2022,"Enero",106
"ALVARO OBREGON","HACIENDA DE GUADALUPE CHIMALISTAC","10-004",2022,"Febrero",49
"ALVARO OBREGON","HERON PROAL","10-085",2020,"Diciembre",344
"ALVARO OBREGON","HERON PROAL","10-085",2020,"Noviembre",44
"ALVARO OBREGON","HERON PROAL","10-085",2020,"Octubre",102
"ALVARO OBREGON","HERON PROAL","10-085",2021,"Agosto",375
"ALVARO OBREGON","HERON PROAL","10-085",2021,"Enero",531
"ALVARO OBREGON","HERON PROAL","10-085",2021,"Febrero",235
"ALVARO OBREGON","HERON PROAL","10-085",2021,"Julio",199
"ALVARO OBREGON","HERON PROAL","10-085",2021,"Marzo",175
"ALVARO OBREGON","HERON PROAL","10-085",2021,"Octubre",8
"ALVARO OBREGON","HERON PROAL","10-085",2021,"Septiembre",112
"ALVARO OBREGON","HERON PROAL","10-085",2022,"Enero",361
"ALVARO OBREGON","HERON PROAL","10-085",2022,"Febrero",35
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2020,"Diciembre",503
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2020,"Noviembre",43
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2020,"Octubre",110
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2020,"Septiembre",58
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2021,"Abril",34
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2021,"Agosto",185
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2021,"Diciembre",11
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2021,"Enero",241
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2021,"Febrero",215
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2021,"Julio",355
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2021,"Junio",59
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2021,"Marzo",101
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2022,"Enero",633
"ALVARO OBREGON","HOGAR Y REDENCION","10-086",2022,"Febrero",97
"ALVARO OBREGON","ISIDRO FABELA","10-087",2020,"Diciembre",221
"ALVARO OBREGON","ISIDRO FABELA","10-087",2020,"Noviembre",54
"ALVARO OBREGON","ISIDRO FABELA","10-087",2020,"Octubre",36
"ALVARO OBREGON","ISIDRO FABELA","10-087",2021,"Agosto",57
"ALVARO OBREGON","ISIDRO FABELA","10-087",2021,"Enero",198
"ALVARO OBREGON","ISIDRO FABELA","10-087",2021,"Febrero",40
"ALVARO OBREGON","ISIDRO FABELA","10-087",2021,"Julio",202
"ALVARO OBREGON","ISIDRO FABELA","10-087",2021,"Marzo",104
"ALVARO OBREGON","ISIDRO FABELA","10-087",2021,"Octubre",23
"ALVARO OBREGON","ISIDRO FABELA","10-087",2021,"Septiembre",32
"ALVARO OBREGON","ISIDRO FABELA","10-087",2022,"Enero",435
"ALVARO OBREGON","ISIDRO FABELA","10-087",2022,"Febrero",95
